survey_time,correlation_id,gender,age,race,education,ideology,party.ID,political_interest,attn,false1_acc,false1_bias,false1_trust,false1_favor,true1_acc,true1_bias,true1_trust,true1_favor,true2_acc,true2_bias,true2_trust,true2_favor,false2_acc,false2_bias,false2_trust,false2_favor,true3_acc,true3_bias,true3_trust,true3_favor,Journalists,Fact-checkers,U.S. Government,University Professors,Social media,Traditional media,Scientists,HL1_partisan_left_acc,HL1_partisan_left_bias,HL1_partisan_left_trust,HL1_partisan_left_favor,HL2_partisan_left_acc,HL2_partisan_left_bias,HL2_partisan_left_trust,HL2_partisan_left_favor,HL3_partisan_left_acc,HL3_partisan_left_bias,HL3_partisan_left_trust,HL3_partisan_left_favor,HL4_partisan_left_acc,HL4_partisan_left_bias,HL4_partisan_left_trust,HL4_partisan_left_favor,HL5_partisan_left_acc,HL5_partisan_left_bias,HL5_partisan_left_trust,HL5_partisan_left_favor,HL6_partisan_left_acc,HL6_partisan_left_biased,HL6_partisan_left_trust,HL6_partisan_left_favor,HL1_partisan_right_acc,HL1_partisan_right_biased,HL1_partisan_right_trust,HL1_partisan_right_favor,HL2_partisan_right_acc,HL2_partisan_right_bias,HL2_partisan_right_trust,HL2_partisan_right_favor,HL3_partisan_right_acc,HL3_partisan_right_bias,HL3_partisan_right_trust,HL3_partisan_right_favor,HL4_partisan_right_acc,HL4_partisan_right_bias,HL4_partisan_right_trust,HL4_partisan_right_favor,HL5_partisan_right_acc,HL5_partisan_right_bias,HL5_partisan_right_trust,HL5_partisan_right_favor,HL6_partisan_right_acc,HL6_partisan_right_bias,HL6_partisan_right_trust ,HL6_partisan_right_favor,HL1_fake_left_acc,HL1_fake_left_bias,HL1_fake_left_trust,HL1_fake_left_favor,HL2_fake_left_acc,HL2_fake_left_bias,HL2_fake_left_trust,HL2_fake_left_favor,HL3_fake_left_acc,HL3_fake_left_bias,HL3_fake_left_trust,HL3_fake_left_favor,HL4_fake_left_acc,HL4_fake_left_bias,HL4_fake_left_trust,HL4_fake_left_favor,HL5_fake_left_acc,HL5_fake_left_bias,HL5_fake_left_trust,HL5_fake_left_favor,HL6_fake_left_acc,HL6_fake_left_bias,HL6_fake_left_trust,HL6_fake_left_favor,HL1_fake_right_acc,HL1_fake_right_bias,HL1_fake_right_trust,HL1_fake_right_favor,HL2_fake_right_acc,HL2_fake_right_bias,HL2_fake_right_trust,HL2_fake_right_favor,HL3_fake_right_acc,HL3_fake_right_bias,HL3_fake_right_trust,HL3_fake_right_favor,HL4_fake_right_acc,HL4_fake_right_bias,HL4_fake_right_trust,HL4_fake_right_favor,HL5_fake_right_acc,HL5_fake_right_bias,HL5_fake_right_trust,HL5_fake_right_favor,HL6_fake_right_acc,HL6_fake_right_bias,HL6_fake_right_trust,HL6_fake_right_favor,HL1_mainstr_left_acc,HL1_mainstr_left_bias,HL1_mainstr_left_trust,HL1_mainstr_left_favor,HL2_mainstr_left_acc,HL2_mainstr_left_bias,HL2_mainstr_left_trust,HL2_mainstr_left_favor,HL3_mainstr_left_acc,HL3_mainstr_left_bias,HL3_mainstr_left_trust,HL3_mainstr_left_favor,HL4_mainstr_left_acc,HL4_mainstr_left_bias,HL4_mainstr_left_trust,HL4_mainstr_left_favor,HL5_mainstr_left_acc,HL5_mainstr_left_bias,HL5_mainstr_left_trust,HL5_mainstr_left_favor,HL6_mainstr_left_acc,HL6_mainstr_left_bias,HL6_mainstr_left_trust,HL6_mainstr_left_favor,HL1_mainstr_right_acc,HL1_mainstr_right_bias,HL1_mainstr_right_trust,HL1_mainstr_right_favor,HL2_mainstr_right_acc,HL2_mainstr_right_bias,HL2_mainstr_right_trust,HL2_mainstr_right_favor,HL3_mainstr_right_acc,HL3_mainstr_right_bias,HL3_mainstr_right_trust,HL3_mainstr_right_favor,HL4_mainstr_right_acc,HL4_mainstr_right_bias,HL4_mainstr_right_trust,HL4_mainstr_right_favor,HL5_mainstr_right_acc,HL5_mainstr_right_bias,HL5_mainstr_right_trust,HL5_mainstr_right_favor,HL6_mainstr_right_acc,HL6_mainstr_right_bias,HL6_mainstr_right_trust,HL6_mainstr_right_favor,clicked,condition,comment_count,like_count,duration,treatment exposure question,NATIONALREPORT.COM,WORLDNEWSDAILYREPORT.COM,APNEWS.COM,USATODAY.COM,FACTCHECK.ORG,WASHINGTONPOST.COM,DIGITAL.COM,COMMONSENSE.ORG
9/24/22 23:02,MER9gY8QM82y9MRH3NRWdQ**,Male,65+,Non-Hispanic White,Master's Degree,Middle of the road,"Independent, lean toward Republican",Very interested,Last year,1,2,1,2,1,3,1,3,2,3,2,3,1,3,1,2,3,3,3,3,4,6,5,6,3,5,6,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WASHINGTONPOST.COM=>Yes;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>Yes;COMMONSENSE.ORG=>Yes;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes,7,0,8,481,,No,No,Yes,Yes,Yes,Yes,Yes,Yes
9/13/22 13:05,MER9gY8QM82YaA707NOcVQ**,Female,65+,Non-Hispanic White,Master's Degree,Somewhat liberal,A strong Democrat,Extremely interested,Last year,3,3,3,4,3,1,3,1,3,1,3,1,3,3,3,4,3,1,3,1,5,5,5,6,4,5,6,,,,,,,,,,,,,,,,,,,,,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,,,,,,,,,,,,,,,,,,,,,;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>No;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>Yes;APNEWS.COM=>Yes,10,0,1,358,,No,No,Yes,No,Yes,Yes,No,Yes
10/12/22 2:03,MER9gY8QM82yIz2Nfpi-ag**,Female,18 to 24,Non-Hispanic White,High School Graduate,Middle of the road,Independent (close to neither party),Not very interested,Last year,2,3,2,3,3,1,3,1,3,1,4,1,2,3,2,3,3,1,4,1,1,5,1,1,5,5,6,,,,,1,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,,,,,;COMMONSENSE.ORG=>No;APNEWS.COM=>No;FACTCHECK.ORG=>No;USATODAY.COM=>No;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>No;DIGITAL.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No,7,0,0,309,,No,No,No,No,No,No,Yes,No
10/28/22 0:28,MER9gY8QM82ZJeWqaUR31A**,Male,45 to 54,Non-Hispanic White,Some High School or less,Middle of the road,A not very strong Democrat,Not at all interested,Last year,2,3,2,4,3,3,2,3,2,3,2,4,2,4,2,4,2,4,2,4,3,5,3,4,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>Yes;APNEWS.COM=>No;WASHINGTONPOST.COM=>Yes;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>No;USATODAY.COM=>Yes;FACTCHECK.ORG=>Yes,7,0,0,436,,No,Yes,No,Yes,Yes,Yes,No,No
10/21/22 14:36,MER9gY8QM82zL16aO7F0DQ**,Female,35 to 44,Non-Hispanic White,High School Graduate,Somewhat conservative,Independent (close to neither party),Not very interested,Last year,3,2,3,2,3,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,1,5,3,5,3,2,5,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,;DIGITAL.COM=>No;USATODAY.COM=>Yes;USATODAY.COM=>No;COMMONSENSE.ORG=>No;USATODAY.COM=>No;APNEWS.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;FACTCHECK.ORG=>Yes;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>Yes,9,0,0,306,,No,No,No,No,Yes,Yes,No,No
10/10/22 19:42,MER9gY8QM82zMNs92QtahA**,Female,18 to 24,Non-Hispanic White,Some High School or less,Very liberal,A strong Democrat,Very interested,Last year,3,1,3,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,5,6,3,5,4,4,6,,,,,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,;DIGITAL.COM=>No;NATIONALREPORT.COM=>Yes;WASHINGTONPOST.COM=>Yes;COMMONSENSE.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No;FACTCHECK.ORG=>No;DIGITAL.COM=>No;USATODAY.COM=>No;USATODAY.COM=>Yes,-1,0,3,233,,Yes,No,No,Yes,No,Yes,No,No
11/1/22 21:01,MER9gY8QM82zVt24gREzSQ**,Female,65+,Non-Hispanic White,Some College Complete,Middle of the road,A strong Democrat,Extremely interested,Last year,2,3,2,3,3,3,3,2,3,2,3,2,3,3,3,3,3,1,3,1,3,5,4,5,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,4,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,;COMMONSENSE.ORG=>Yes;USATODAY.COM=>Yes;DIGITAL.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>Yes;WASHINGTONPOST.COM=>Yes;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>Yes,6,0,0,323,,No,No,Yes,Yes,Yes,Yes,Yes,Yes
9/13/22 13:56,MER9gY8QM82zyA_cAYohyg**,Female,65+,Non-Hispanic White,Master's Degree,Somewhat liberal,A strong Democrat,Extremely interested,Last year,2,3,2,3,3,2,3,1,4,1,3,1,2,3,1,3,4,2,4,2,5,6,4,6,3,5,6,,,,,,,,,,,,,,,,,4,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,;DIGITAL.COM=>Yes;USATODAY.COM=>Yes;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>Yes;FACTCHECK.ORG=>Yes;APNEWS.COM=>Yes;WASHINGTONPOST.COM=>Yes,3,0,0,379,,No,No,Yes,Yes,Yes,Yes,Yes,Yes
11/2/22 19:48,MER9gY8QM83_fipdrIhqEQ**,Female,65+,Non-Hispanic White,Some College Complete,Somewhat conservative,"Independent, lean toward Republican",Very interested,Last year,1,3,2,3,3,1,2,1,4,1,3,1,2,3,2,3,2,1,2,1,4,6,4,6,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,;APNEWS.COM=>Yes;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;FACTCHECK.ORG=>Yes;USATODAY.COM=>No;DIGITAL.COM=>No,-1,1,7,1476,,No,No,Yes,No,Yes,Yes,No,Yes
9/13/22 0:31,MER9gY8QM83_SuBsRlfvEA**,Female,35 to 44,Asian or Asian American,College Degree,Middle of the road,Independent (close to neither party),Very interested,Last year,3,1,3,1,3,1,3,1,3,2,2,1,1,4,1,4,3,2,3,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,;NATIONALREPORT.COM=>;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>No;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>;COMMONSENSE.ORG=>No;COMMONSENSE.ORG=>;COMMONSENSE.ORG=>No;COMMONSENSE.ORG=>;COMMONSENSE.ORG=>No;COMMONSENSE.ORG=>;COMMONSENSE.ORG=>No;COMMONSENSE.ORG=>No;USATODAY.COM=>No;APNEWS.COM=>No;WASHINGTONPOST.COM=>No;WASHINGTONPOST.COM=>No;DIGITAL.COM=>;DIGITAL.COM=>No;DIGITAL.COM=>;DIGITAL.COM=>No;DIGITAL.COM=>;DIGITAL.COM=>No;DIGITAL.COM=>No;DIGITAL.COM=>No,-1,0,8,545,,No,No,No,No,No,No,No,No
9/22/22 18:23,MER9gY8QM83_tC-uAsWCWw**,Male,45 to 54,American Indian or Alaskan Native,High School Graduate,Middle of the road,Independent (close to neither party),Not at all interested,Last year,1,4,1,4,1,4,1,4,2,4,2,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,,,,,,,,,,,,,,,,,;APNEWS.COM=>No;DIGITAL.COM=>No;WASHINGTONPOST.COM=>No;USATODAY.COM=>No;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>No;FACTCHECK.ORG=>No,4,0,0,218,,No,No,No,No,No,No,No,No
9/13/22 12:36,MER9gY8QM83-CqkxzLp1Qg**,Male,35 to 44,Non-Hispanic White,Master's Degree,Very liberal,Independent (close to neither party),Not at all interested,Last year,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,4,4,4,4,6,6,6,6,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WASHINGTONPOST.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>Yes;APNEWS.COM=>Yes;NATIONALREPORT.COM=>Yes;DIGITAL.COM=>Yes;USATODAY.COM=>Yes,3,0,0,320,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9/15/22 2:27,MER9gY8QM83-qvPO9q76eA**,Female,25 to 34,Non-Hispanic White,Some College Complete,Very liberal,Independent (close to neither party),Not very interested,Last year,3,2,3,1,2,1,2,1,3,3,4,2,2,1,3,1,4,1,3,1,5,5,1,5,4,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,;FACTCHECK.ORG=>Yes;NATIONALREPORT.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>Yes;COMMONSENSE.ORG=>Yes;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes,2,0,9,610,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
9/13/22 20:40,MER9gY8QM8302l2t-YOxsw**,Female,18 to 24,Black or African American,High School Graduate,Somewhat conservative,A not very strong Democrat,Not very interested,Last year,3,3,3,3,4,2,4,2,3,3,4,3,2,3,1,3,3,4,4,3,4,4,4,5,2,4,6,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>No;DIGITAL.COM=>Yes;APNEWS.COM=>No;WORLDNEWSDAILYREPORT.COM=>Yes;WASHINGTONPOST.COM=>No;USATODAY.COM=>Yes;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>Yes,1,0,0,345,,No,Yes,No,Yes,No,No,Yes,Yes
10/9/22 23:19,MER9gY8QM830x2-_GqTsAg**,Male,55 to 64,Non-Hispanic White,College Degree,Somewhat conservative,A not very strong Republican,Very interested,Last year,3,4,3,3,3,2,3,1,1,2,1,1,1,1,1,1,1,3,2,1,2,3,2,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,1,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>No;APNEWS.COM=>No;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>No;USATODAY.COM=>No;COMMONSENSE.ORG=>No;DIGITAL.COM=>No,1,0,0,904,,No,No,No,No,No,No,No,No
10/8/22 23:30,MER9gY8QM831lJ71oeHoZQ**,Female,65+,Non-Hispanic White,College Degree,Somewhat conservative,Independent (close to neither party),Very interested,Last year,1,3,1,3,3,2,3,2,3,1,3,1,1,3,1,3,3,2,3,1,1,1,1,3,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,;COMMONSENSE.ORG=>No;FACTCHECK.ORG=>No;NATIONALREPORT.COM=>Yes;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>Yes;DIGITAL.COM=>No,7,0,0,338,,Yes,No,Yes,Yes,No,Yes,No,No
10/9/22 23:09,MER9gY8QM831xaWC_ZQYTw**,Female,65+,Non-Hispanic White,Some College Complete,Somewhat liberal,A strong Democrat,Very interested,Last year,1,4,1,4,1,4,2,4,3,4,3,3,1,4,1,4,3,3,3,3,6,7,6,5,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,,,,,,,,,,,,,;APNEWS.COM=>Yes;DIGITAL.COM=>No;WASHINGTONPOST.COM=>Yes;NATIONALREPORT.COM=>Yes;COMMONSENSE.ORG=>No;USATODAY.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;FACTCHECK.ORG=>Yes,2,0,6,264,,Yes,Yes,Yes,Yes,Yes,Yes,No,No
11/4/22 21:51,MER9gY8QM831YK60LCxRvQ**,Female,65+,Non-Hispanic White,College Degree,Somewhat conservative,"Independent, lean toward Republican",Somewhat interested,Last year,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,5,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,;WORLDNEWSDAILYREPORT.COM=>Yes;DIGITAL.COM=>No;USATODAY.COM=>Yes;COMMONSENSE.ORG=>Yes;WASHINGTONPOST.COM=>Yes;NATIONALREPORT.COM=>Yes;FACTCHECK.ORG=>Yes;APNEWS.COM=>Yes,-1,0,0,391,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
10/9/22 23:37,MER9gY8QM832EIXIEt8fmg**,Female,55 to 64,Non-Hispanic White,College Degree,Middle of the road,Independent (close to neither party),Somewhat interested,Last year,2,4,1,4,1,2,1,2,3,1,3,1,1,4,1,3,2,1,2,3,1,2,1,2,1,1,1,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;COMMONSENSE.ORG=>No;FACTCHECK.ORG=>No;WASHINGTONPOST.COM=>No;USATODAY.COM=>No;APNEWS.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No;DIGITAL.COM=>No,7,0,0,245,,No,No,No,No,No,No,No,No
10/27/22 18:04,MER9gY8QM832pMkcCIE2dQ**,Female,65+,Non-Hispanic White,Some College Complete,Somewhat conservative,A strong Republican,Not very interested,Last year,3,2,4,2,3,3,3,3,3,2,3,2,2,3,2,3,3,2,3,4,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,2,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>Yes;USATODAY.COM=>No;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>Yes,2,0,0,530,,No,No,No,No,No,Yes,Yes,Yes
9/12/22 21:36,MER9gY8QM832tB84n8ltNw**,Male,55 to 64,Asian or Asian American,College Degree,Middle of the road,Independent (close to neither party),Very interested,Last year,2,3,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,4,3,3,4,2,4,5,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,;DIGITAL.COM=>No;FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>No;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>No,-1,0,0,486,,No,No,Yes,No,No,Yes,No,No
9/14/22 15:05,MER9gY8QM832va6Bk3Pf3A**,Female,35 to 44,Non-Hispanic White,High School Graduate,Somewhat conservative,"Independent, lean toward Republican",Somewhat interested,Last year,2,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,4,1,2,6,,,,,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>No;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>No;APNEWS.COM=>Yes;COMMONSENSE.ORG=>No,2,0,8,395,,No,No,Yes,No,No,Yes,No,No
9/9/22 18:07,MER9gY8QM8347SeGOxTjsA**,Female,55 to 64,Non-Hispanic White,High School Graduate,Very conservative,A strong Republican,Very interested,Last year,1,4,1,4,1,3,1,3,1,4,1,4,1,3,1,1,1,4,1,4,1,4,1,3,1,1,4,1,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;COMMONSENSE.ORG=>No;USATODAY.COM=>Yes;APNEWS.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>No;NATIONALREPORT.COM=>Yes;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes,1,0,2,283,,Yes,No,Yes,Yes,Yes,Yes,No,No
