correlation_id,gender,age,education ,residency,birth_place,party,political_interest,ATTN,False1_acc,False1_bias,False1_trust,False1_favor,False2_acc,False2_bias,False2_trust,False2_favor,True1_acc,True1_bias,True1_trust,True1_favor,True2_acc,True2_bias,True2_trust,True2_favor,True3_acc,True3_bias,True3_trust,True3_favor,lagacy_media,social_media,journalist,scientist,factchecker,uni_professor,government,HL1_partisan_democracy_acc,HL1_partisan_democracy_bias,HL1_partisan_democracy_trust,HL1_partisan_democracy_favor,HL2_partisan_democracy_acc,HL2_partisan_democracy_bias,HL2_partisan_democracy_trust,HL2_partisan_democracy_favor,HL3_partisan_democracy_acc,HL3_partisan_democracy_bias,HL3_partisan_democracy_trust,HL3_partisan_democracy_favor,HL4_partisan_democracy_acc,HL4_partisan_democracy_bias,HL4_partisan_democracy_trust,HL4_partisan_democracy_favor,HL5_partisan_democracy_acc,HL5_partisan_democracy_bias,HL5_partisan_democracy_trust,HL5_partisan_democracy_favor,HL6_partisan_democracy_acc,HL6_partisan_democracy_bias,HL6_partisan_democracy_trust,HL6_partisan_democracy_favor,HL1_partisan_Beijing_acc,HL1_partisan_Beijing_bias,HL1_partisan_Beijing_trust,HL1_partisan_Beijing_favor,HL2_partisan_Beijing_acc,HL2_partisan_Beijing_bias,HL2_partisan_Beijing_trust,HL2_partisan_Beijing_favor,HL3_partisan_Beijing_acc,HL3_partisan_Beijing_bias,HL3_partisan_Beijing_trust,HL3_partisan_Beijing_favor,HL4_partisan_Beijing_acc,HL4_partisan_Beijing_bias,HL4_partisan_Beijing_trust,HL4_partisan_Beijing_favor,HL5_partisan_Beijing_acc,HL5_partisan_Beijing_bias,HL5_partisan_Beijing_trust,HL5_partisan_Beijing_favor,HL6_partisan_Beijing_acc,HL6_partisan_Beijing_bias,HL6_partisan_Beijing_trust,HL6_partisan_Beijing_favor,HL1_fake_democracy_acc,HL1_fake_democracy_bias,HL1_fake_democracy_trust,HL1_fake_democracy_favor,HL2_fake_democracy_acc,HL2_fake_democracy_bias,HL2_fake_democracy_trust,HL2_fake_democracy_favor,HL3_fake_democracy_acc,HL3_fake_democracy_bias,HL3_fake_democracy_trust,HL3_fake_democracy_favor,HL4_fake_democracy_acc,HL4_fake_democracy_bias,HL4_fake_democracy_trust,HL4_fake_democracy_favor,HL5_fake_democracy_acc,HL5_fake_democracy_bias,HL5_fake_democracy_trust,HL5_fake_democracy_favor,HL6_fake_democracy_acc,HL6_fake_democracy_bias,HL6_fake_democracy_trust,HL6_fake_democracy_favor,HL1_fake_Beijng_acc,HL1_fake_Beijng_bias,HL1_fake_Beijng_trust,HL1_fake_Beijng_favor,HL2_fake_Beijng_acc,HL2_fake_Beijng_bias,HL2_fake_Beijng_trust,HL2_fake_Beijng_favor,HL3_fake_Beijng_acc,HL3_fake_Beijng_bias,HL3_fake_Beijng_trust,HL3_fake_Beijng_favor,HL4_fake_Beijng_acc,HL4_fake_Beijng_bias,HL4_fake_Beijng_trust,HL4_fake_Beijng_favor,HL5_fake_Beijng_acc,HL5_fake_Beijng_bias,HL5_fake_Beijng_trust,HL5_fake_Beijng_favor,HL6_fake_Beijng_acc,HL6_fake_Beijng_bias,HL6_fake_Beijng_trust,HL6_fake_Beijng_favor,HL1_acc_democracy_acc,HL1_acc_democracy_bias,HL1_acc_democracy_trust,HL1_acc_democracy_favor,HL2_acc_democracy_acc,HL2_acc_democracy_bias,HL2_acc_democracy_trust,HL2_acc_democracy_favor,HL3_acc_democracy_acc,HL3_acc_democracy_bias,HL3_acc_democracy_trust,HL3_acc_democracy_favor,HL4_acc_democracy_acc,HL4_acc_democracy_bias,HL4_acc_democracy_trust,HL4_acc_democracy_favor,HL5_acc_democracy_acc,HL5_acc_democracy_bias,HL5_acc_democracy_trust,HL5_acc_democracy_favor,HL6_acc_democracy_acc,HL6_acc_democracy_bias,HL6_acc_democracy_trust,HL6_acc_democracy_favor,HL1_acc_Beijing_acc,HL1_acc_Beijing_bias,HL1_acc_Beijing_trust,HL1_acc_Beijing_favor,HL2_acc_Beijing_acc,HL2_acc_Beijing_bias,HL2_acc_Beijing_trust,HL2_acc_Beijing_favor,HL3_acc_Beijing_acc,HL3_acc_Beijing_bias,HL3_acc_Beijing_trust,HL3_acc_Beijing_favor,HL4_acc_Beijing_acc,HL4_acc_Beijing_bias,HL4_acc_Beijing_trust,HL4_acc_Beijing_favor,HL5_acc_Beijing_acc,HL5_acc_Beijing_bias,HL5_acc_Beijing_trust,HL5_acc_Beijing_favor,HL6_acc_Beijing_acc,HL6_acc_Beijing_bias,HL6_acc_Beijing_trust,HL6_acc_Beijing_favor,clicked,condition,comment_count,like,duration,treatment exposure question,Headliner,Cemeterynews,SCMP,RTHK,Factcheck_lab,HKBU_Factcheck,Media_literacy,CMEF,CMEF.ORG.HK
R_3M5JYIB300vqzxC,1,4,3,1,1,4,2,1,3,2,3,3,1,4,1,4,3,2,3,2,3,1,3,1,3,2,3,2,5,3,4,5,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;MEDIALITERACY.HK=>No;MEDIALITERACY.HK=>Yes;RTHK.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;SCMP.COM/HK=>Yes;CEMETERYNEWS.ORG=>No,8,0,0,321,1,No,No,Yes,No,Yes,Yes,Yes,No,
R_27rLj5284ZsNaAi,1,4,6,1,1,1,3,1,2,3,2,1,1,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,4,4,4,5,6,5,3,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,;CEMETERYNEWS.ORG=>No;RTHK.HK=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;MEDIALITERACY.HK=>Yes;SCMP.COM/HK=>No;FACTCHECKLAB.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes,2,0,0,293,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,
R_2PdtgVnEPEzNWfk,1,3,4,1,1,4,5,1,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,4,4,4,4,5,5,6,3,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>Yes;SCMP.COM/HK=>Yes;MEDIALITERACY.HK=>Yes;RTHK.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CMEF.ORG.HK=>Yes;CMEF.ORG.HK=>No,7,0,2,218,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
R_1EXS5H944rvSl5f,1,3,6,1,1,3,4,1,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,3,3,2,3,2,4,2,4,4,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;CEMETERYNEWS.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;SCMP.COM/HK=>Yes;MEDIALITERACY.HK=>Yes,1,0,8,524,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_2rPmvbLykXlay3b,1,4,6,1,1,1,3,1,2,2,3,3,2,3,2,2,1,3,2,4,3,1,4,1,3,2,3,4,6,4,6,6,7,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;SCMP.COM/HK=>Yes;MEDIALITERACY.HK=>No;RTHK.HK=>Yes;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;CEMETERYNEWS.ORG=>Yes;CEMETERYNEWS.ORG=>Yes,10,0,0,421,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
R_1n7oqyoSSKMlmBj,1,2,6,1,0,2,3,1,3,1,3,2,2,1,2,2,2,3,2,3,3,1,3,2,3,3,3,4,5,5,6,6,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,;CEMETERYNEWS.ORG=>Yes;RTHK.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>No;SCMP.COM/HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACTCHECKLAB.ORG=>Yes,10,0,0,389,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
R_3CCVwrfz30rnMHU,1,4,6,1,1,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,1,4,3,4,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CEMETERYNEWS.ORG=>No;FACTCHECKLAB.ORG=>Yes;RTHK.HK=>No;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;MEDIALITERACY.HK=>No;MEDIALITERACY.HK=>Yes;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>No,10,0,0,190,,Yes,No,No,No,Yes,Yes,No,No,
R_3m2ehJFsj7KZDpN,1,3,6,1,1,5,1,1,3,3,3,2,2,3,2,1,1,2,2,2,3,4,1,4,1,3,1,4,2,1,2,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,,,,,,,,,,,,,,,,,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;CEMETERYNEWS.ORG=>;CEMETERYNEWS.ORG=>;CEMETERYNEWS.ORG=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;MEDIALITERACY.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;FACTCHECKLAB.ORG=>No;CEMETERYNEWS.ORG=>Yes;SCMP.COM/HK=>No,8,0,8,669,1,Yes,Yes,No,No,No,Yes,Yes,Yes,
R_1pXaiwP1RceAAUf,1,2,6,1,1,2,4,1,2,3,2,3,2,3,2,3,3,2,4,1,1,3,1,3,3,2,4,2,6,4,5,7,5,7,6,,,,,,,,,,,,,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;CMEF.ORG.HK=>Yes;MEDIALITERACY.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;SCMP.COM/HK=>Yes;CEMETERYNEWS.ORG=>No;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK=>No;FACTCHECKLAB.ORG=>Yes,9,0,0,399,1,No,No,Yes,No,Yes,Yes,Yes,Yes,
R_2uJwnkIRbhbPC70,1,1,6,1,1,3,1,1,3,3,3,3,2,3,2,3,2,3,2,2,4,1,4,1,3,1,3,1,3,2,3,5,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,;CEMETERYNEWS.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;FACTCHECKLAB.ORG=>No;SCMP.COM/HK=>No;CMEF.ORG.HK=>No;RTHK.HK=>No;MEDIALITERACY.HK=>No,10,0,0,256,,Yes,No,No,No,No,Yes,No,No,
R_3Dkii9PB7T9gYkg,1,2,6,1,1,1,5,1,3,3,3,3,2,3,2,2,2,3,2,3,3,1,3,2,3,1,3,1,6,5,6,4,5,6,1,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,;FACKCHECK.HKBU.EDU.HK=>Yes;FACTCHECKLAB.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>No;CEMETERYNEWS.ORG=>Yes;RTHK.HK=>No;SCMP.COM/HK=>No;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>No,2,0,0,174,1,Yes,Yes,No,No,Yes,Yes,No,No,
R_3D6Fd5ZK7TLLggy,1,2,3,1,1,3,4,1,2,4,2,3,2,3,2,3,3,2,3,3,4,2,3,1,3,2,3,2,5,4,5,3,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;CEMETERYNEWS.ORG=>No;FACTCHECKLAB.ORG=>Yes;SCMP.COM/HK=>No;CMEF.ORG.HK=>No;MEDIALITERACY.HK=>No;RTHK.HK=>No,6,0,3,1241,1,Yes,No,No,No,Yes,Yes,No,No,
R_12o4EgW1Z6kfwaw,1,2,2,1,1,2,4,1,3,2,3,2,1,3,2,3,2,3,2,3,2,1,3,1,2,1,3,1,3,6,5,5,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECKLAB.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;SCMP.COM/HK=>No;RTHK.HK=>No;MEDIALITERACY.HK=>Yes;CEMETERYNEWS.ORG=>No,8,0,0,345,1,Yes,No,No,No,Yes,Yes,Yes,Yes,
R_1g0X4PYl2UlRMnA,1,2,7,1,1,1,5,1,3,2,3,3,1,3,2,3,2,1,2,1,4,1,4,1,2,1,2,1,3,5,4,6,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,;CEMETERYNEWS.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>Yes;FACTCHECKLAB.ORG=>Yes;SCMP.COM/HK=>;SCMP.COM/HK=>Yes;SCMP.COM/HK=>Yes;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes,8,0,0,332,1,Yes,No,Yes,Yes,Yes,Yes,No,Yes,
R_ZKz3Hu6aMqxRRqV,1,2,7,1,1,1,5,1,3,2,1,2,3,3,2,3,3,2,3,3,3,3,4,3,2,1,2,3,5,4,5,6,5,7,6,,,,,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;MEDIALITERACY.HK=>Yes;RTHK.HK=>No;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>Yes;SCMP.COM/HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;CMEF.ORG.HK=>Yes,1,0,0,183,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,
R_a5fSYKfU40KPEzv,1,1,5,1,1,3,3,1,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,3,4,3,2,5,4,4,3,4,4,5,,,,,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;MEDIALITERACY.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>;RTHK.HK=>Yes;CEMETERYNEWS.ORG=>Yes;SCMP.COM/HK=>Yes;CMEF.ORG.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;FACTCHECKLAB.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>No;RTHK.HK=>Yes,6,0,1,291,1,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
R_3lzZFNoKQRRFgnm,1,1,8,1,0,2,4,1,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,4,4,4,3,6,6,5,7,6,6,6,,,,,,,,,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,;MEDIALITERACY.HK=>Yes;MEDIALITERACY.HK=>Yes;FACTCHECKLAB.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;SCMP.COM/HK=>Yes;CMEF.ORG.HK=>No;RTHK.HK=>Yes;CEMETERYNEWS.ORG=>No;FACKCHECK.HKBU.EDU.HK=>Yes;MEDIALITERACY.HK=>Yes;MEDIALITERACY.HK=>;MEDIALITERACY.HK=>Yes,3,0,1,182,1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,
R_2fx799cYmg1Nvx0,1,1,6,1,1,3,2,1,2,3,3,3,3,2,2,2,2,3,3,3,3,2,3,3,3,2,3,2,4,4,4,7,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,4,,,,,,,,,,,,,,,,,,,,,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,;RTHK.HK=>Yes;MEDIALITERACY.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;CEMETERYNEWS.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>Yes;SCMP.COM/HK=>Yes,10,0,8,519,,Yes,No,Yes,Yes,Yes,No,No,Yes,
R_tRIEkIaTXGCog6J,1,1,6,1,0,3,3,1,2,4,2,4,3,2,3,2,1,3,1,3,2,3,2,3,2,2,2,3,4,3,4,6,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,4,,,,,,,,,,,,,,,,,,,,,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;RTHK.HK=>Yes;CEMETERYNEWS.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;CMEF.ORG.HK=>Yes;FACTCHECKLAB.ORG=>No;MEDIALITERACY.HK=>Yes;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes,9,0,7,511,1,No,No,No,Yes,No,Yes,Yes,Yes,
R_82JyjsxK06WFN4J,1,1,6,1,1,2,4,1,2,3,2,3,1,2,2,3,2,3,2,3,4,1,4,1,4,1,4,1,4,3,4,6,7,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;SCMP.COM/HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;FACTCHECKLAB.ORG=>No;RTHK.HK=>Yes;CMEF.ORG.HK=>Yes;CEMETERYNEWS.ORG=>Yes,2,0,0,372,1,Yes,Yes,Yes,Yes,No,No,No,Yes,
R_2rPgeLRMRQLoC3D,1,1,4,0,0,2,2,1,4,4,2,3,4,2,2,4,2,2,2,2,3,2,2,3,4,2,3,3,2,2,1,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,4,;RTHK.HK=>Yes;SCMP.COM/HK=>Yes;CEMETERYNEWS.ORG=>Yes;RTHK.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;MEDIALITERACY.HK=>Yes;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>Yes,8,0,-14,317,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_3RfN8jQyOq2Jx8d,1,2,7,1,1,1,4,1,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,3,2,4,3,3,5,4,5,5,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,;CEMETERYNEWS.ORG=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;SCMP.COM/HK=>No;MEDIALITERACY.HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;FACTCHECKLAB.ORG=>Yes,2,0,0,250,1,Yes,Yes,No,Yes,Yes,Yes,No,Yes,
R_27yBXIqtgViumpN,1,1,6,1,1,3,1,1,3,3,3,2,2,3,2,3,3,3,2,3,4,3,2,3,4,2,3,3,4,4,4,7,4,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,;MEDIALITERACY.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;FACTCHECKLAB.ORG=>Yes;SCMP.COM/HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>Yes;CMEF.ORG.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>No;MEDIALITERACY.HK=>No;CEMETERYNEWS.ORG=>Yes,1,0,7,313,1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,
R_dhSswBwLa7hkmzv,1,6,3,1,1,3,1,1,1,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,3,3,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,;RTHK.HK=>No;FACTCHECKLAB.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;SCMP.COM/HK=>No;CEMETERYNEWS.ORG=>No;FACKCHECK.HKBU.EDU.HK=>No;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>No,8,0,0,456,2,No,No,No,No,No,No,No,No,
R_1OCwmqqJrPKxESm,1,,6,1,1,1,5,1,2,3,3,3,2,2,3,3,2,2,3,1,2,1,3,1,2,1,3,1,3,2,4,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECKLAB.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;CEMETERYNEWS.ORG=>No;SCMP.COM/HK=>Yes;CMEF.ORG.HK=>Yes;MEDIALITERACY.HK=>Yes,2,0,0,257,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,
