correlation_id,gender,age,education ,residency,birth_place,party,political_interest,ATTN,False1_acc,False1_bias,False1_trust,False1_favor,False2_acc,False2_bias,False2_trust,False2_favor,True1_acc,True1_bias,True1_trust,True1_favor,True2_acc,True2_bias,True2_trust,True2_favor,True3_acc,True3_bias,True3_trust,True3_favor,lagacy_media,social_media,journalist,scientist,factchecker,uni_professor,government,HL1_partisan_democracy_acc,HL1_partisan_democracy_bias,HL1_partisan_democracy_trust,HL1_partisan_democracy_favor,HL2_partisan_democracy_acc,HL2_partisan_democracy_bias,HL2_partisan_democracy_trust,HL2_partisan_democracy_favor,HL3_partisan_democracy_acc,HL3_partisan_democracy_bias,HL3_partisan_democracy_trust,HL3_partisan_democracy_favor,HL4_partisan_democracy_acc,HL4_partisan_democracy_bias,HL4_partisan_democracy_trust,HL4_partisan_democracy_favor,HL5_partisan_democracy_acc,HL5_partisan_democracy_bias,HL5_partisan_democracy_trust,HL5_partisan_democracy_favor,HL6_partisan_democracy_acc,HL6_partisan_democracy_bias,HL6_partisan_democracy_trust,HL6_partisan_democracy_favor,HL1_partisan_Beijing_acc,HL1_partisan_Beijing_bias,HL1_partisan_Beijing_trust,HL1_partisan_Beijing_favor,HL2_partisan_Beijing_acc,HL2_partisan_Beijing_bias,HL2_partisan_Beijing_trust,HL2_partisan_Beijing_favor,HL3_partisan_Beijing_acc,HL3_partisan_Beijing_bias,HL3_partisan_Beijing_trust,HL3_partisan_Beijing_favor,HL4_partisan_Beijing_acc,HL4_partisan_Beijing_bias,HL4_partisan_Beijing_trust,HL4_partisan_Beijing_favor,HL5_partisan_Beijing_acc,HL5_partisan_Beijing_bias,HL5_partisan_Beijing_trust,HL5_partisan_Beijing_favor,HL6_partisan_Beijing_acc,HL6_partisan_Beijing_bias,HL6_partisan_Beijing_trust,HL6_partisan_Beijing_favor,HL1_fake_democracy_acc,HL1_fake_democracy_bias,HL1_fake_democracy_trust,HL1_fake_democracy_favor,HL2_fake_democracy_acc,HL2_fake_democracy_bias,HL2_fake_democracy_trust,HL2_fake_democracy_favor,HL3_fake_democracy_acc,HL3_fake_democracy_bias,HL3_fake_democracy_trust,HL3_fake_democracy_favor,HL4_fake_democracy_acc,HL4_fake_democracy_bias,HL4_fake_democracy_trust,HL4_fake_democracy_favor,HL5_fake_democracy_acc,HL5_fake_democracy_bias,HL5_fake_democracy_trust,HL5_fake_democracy_favor,HL6_fake_democracy_acc,HL6_fake_democracy_bias,HL6_fake_democracy_trust,HL6_fake_democracy_favor,HL1_fake_Beijng_acc,HL1_fake_Beijng_bias,HL1_fake_Beijng_trust,HL1_fake_Beijng_favor,HL2_fake_Beijng_acc,HL2_fake_Beijng_bias,HL2_fake_Beijng_trust,HL2_fake_Beijng_favor,HL3_fake_Beijng_acc,HL3_fake_Beijng_bias,HL3_fake_Beijng_trust,HL3_fake_Beijng_favor,HL4_fake_Beijng_acc,HL4_fake_Beijng_bias,HL4_fake_Beijng_trust,HL4_fake_Beijng_favor,HL5_fake_Beijng_acc,HL5_fake_Beijng_bias,HL5_fake_Beijng_trust,HL5_fake_Beijng_favor,HL6_fake_Beijng_acc,HL6_fake_Beijng_bias,HL6_fake_Beijng_trust,HL6_fake_Beijng_favor,HL1_acc_democracy_acc,HL1_acc_democracy_bias,HL1_acc_democracy_trust,HL1_acc_democracy_favor,HL2_acc_democracy_acc,HL2_acc_democracy_bias,HL2_acc_democracy_trust,HL2_acc_democracy_favor,HL3_acc_democracy_acc,HL3_acc_democracy_bias,HL3_acc_democracy_trust,HL3_acc_democracy_favor,HL4_acc_democracy_acc,HL4_acc_democracy_bias,HL4_acc_democracy_trust,HL4_acc_democracy_favor,HL5_acc_democracy_acc,HL5_acc_democracy_bias,HL5_acc_democracy_trust,HL5_acc_democracy_favor,HL6_acc_democracy_acc,HL6_acc_democracy_bias,HL6_acc_democracy_trust,HL6_acc_democracy_favor,HL1_acc_Beijing_acc,HL1_acc_Beijing_bias,HL1_acc_Beijing_trust,HL1_acc_Beijing_favor,HL2_acc_Beijing_acc,HL2_acc_Beijing_bias,HL2_acc_Beijing_trust,HL2_acc_Beijing_favor,HL3_acc_Beijing_acc,HL3_acc_Beijing_bias,HL3_acc_Beijing_trust,HL3_acc_Beijing_favor,HL4_acc_Beijing_acc,HL4_acc_Beijing_bias,HL4_acc_Beijing_trust,HL4_acc_Beijing_favor,HL5_acc_Beijing_acc,HL5_acc_Beijing_bias,HL5_acc_Beijing_trust,HL5_acc_Beijing_favor,HL6_acc_Beijing_acc,HL6_acc_Beijing_bias,HL6_acc_Beijing_trust,HL6_acc_Beijing_favor,clicked,condition,comment_count,like,duration,treatment exposure question,Headliner,Cemeterynews,SCMP,RTHK,Factcheck_lab,HKBU_Factcheck,Media_literacy,CMEF,CMEF.ORG.HK
R_piVGJflsWLPcVK9,2,2,6,1,1,4,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,;CEMETERYNEWS.ORG=>Yes;MEDIALITERACY.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;SCMP.COM/HK=>Yes;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>Yes,1,0,0,489,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_33Bb7NEBi1mdEPz,2,2,6,1,1,2,2,1,3,3,3,3,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,5,6,5,6,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,;MEDIALITERACY.HK=>Yes;CMEF.ORG.HK=>Yes;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>Yes;SCMP.COM/HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>Yes;RTHK.HK=>Yes,2,0,0,311,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_A70nBqhwLZKNrzz,2,3,5,1,1,3,1,1,3,4,4,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,5,7,6,7,7,6,7,,,,,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,;CEMETERYNEWS.ORG=>No;RTHK.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;SCMP.COM/HK=>No;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>No;FACTCHECKLAB.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No,4,0,0,230,1,No,No,No,No,No,No,No,No,
R_3GuB5HvCrHT23hQ,2,2,6,1,1,4,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACKCHECK.HKBU.EDU.HK=>Yes;CEMETERYNEWS.ORG=>Yes;MEDIALITERACY.HK=>Yes;RTHK.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>Yes;SCMP.COM/HK=>Yes,1,0,0,233,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_262LMk2ZTYKKmh5,2,2,6,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,6,6,6,6,6,6,6,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,;SCMP.COM/HK=>Yes;MEDIALITERACY.HK=>Yes;CEMETERYNEWS.ORG=>Yes;FACTCHECKLAB.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>No;CMEF.ORG.HK=>No,2,0,0,356,1,Yes,Yes,Yes,No,Yes,Yes,Yes,No,
R_3JmBQNxxd8talZ7,2,2,6,1,1,4,2,1,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK=>Yes;CEMETERYNEWS.ORG=>Yes;MEDIALITERACY.HK=>Yes;CMEF.ORG.HK=>Yes;SCMP.COM/HK=>Yes;FACTCHECKLAB.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes,8,0,0,195,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_3IusE1gLs1K7zRn,2,2,6,1,1,4,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,;CEMETERYNEWS.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;SCMP.COM/HK=>Yes;RTHK.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;FACTCHECKLAB.ORG=>No;CMEF.ORG.HK=>Yes;MEDIALITERACY.HK=>Yes,8,0,0,579,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,
R_ZJ2vibELpHqayWZ,2,3,6,1,1,3,1,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,6,7,5,7,6,7,6,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,;CEMETERYNEWS.ORG=>No;SCMP.COM/HK=>Yes;RTHK.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACTCHECKLAB.ORG=>No;CMEF.ORG.HK=>No;MEDIALITERACY.HK=>No,9,0,0,227,1,Yes,No,Yes,No,No,No,No,No,
R_2CZyUDGKBre5SHj,2,2,6,1,1,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;CMEF.ORG.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;MEDIALITERACY.HK=>Yes;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>Yes;RTHK.HK=>Yes;SCMP.COM/HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes,7,0,0,3571,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_1M5mn34DNjFmFHj,2,2,5,1,1,1,3,1,2,2,3,2,2,2,3,2,1,2,2,1,2,1,2,1,3,2,3,2,4,4,4,5,5,4,1,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;CMEF.ORG.HK=>No;SCMP.COM/HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;CEMETERYNEWS.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>No;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>Yes,7,0,0,428,2,Yes,No,Yes,No,Yes,Yes,Yes,No,
R_3rHFHH6chPSOP6m,2,4,6,1,1,3,2,1,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,;FACTCHECKLAB.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CMEF.ORG.HK=>Yes;SCMP.COM/HK=>Yes;CEMETERYNEWS.ORG=>Yes;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>Yes,9,0,8,405,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_1DM6btCWOVwjn4Y,2,1,5,1,1,3,1,1,2,3,2,3,2,3,2,3,3,3,3,3,3,2,3,1,3,2,3,1,4,4,4,5,3,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,;FACKCHECK.HKBU.EDU.HK=>Yes;FACTCHECKLAB.ORG=>No;RTHK.HK=>No;MEDIALITERACY.HK=>Yes;CEMETERYNEWS.ORG=>No;SCMP.COM/HK=>No;CMEF.ORG.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No,9,0,0,398,1,No,No,No,No,No,Yes,Yes,No,
R_bPI6JxOgv0YT82t,2,2,5,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,4,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;SCMP.COM/HK=>No;MEDIALITERACY.HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK=>Yes;CEMETERYNEWS.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>No,9,0,0,304,1,Yes,Yes,No,Yes,Yes,Yes,No,No,
R_12KEmJC0TBokDql,2,2,6,1,1,1,2,1,3,2,3,2,2,3,2,3,3,2,3,3,4,1,4,1,3,3,3,3,4,4,5,6,3,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;CEMETERYNEWS.ORG=>Yes;CMEF.ORG.HK=>No;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>No;SCMP.COM/HK=>Yes;FACKCHECK.HKBU.EDU.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>No,7,0,8,650,2,Yes,Yes,Yes,No,Yes,No,No,No,
R_AHR4Xd2z7FseqYx,2,2,3,1,1,3,2,1,2,2,2,2,3,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2,4,3,5,5,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,;CEMETERYNEWS.ORG=>Yes;MEDIALITERACY.HK=>No;RTHK.HK=>No;FACTCHECKLAB.ORG=>No;FACTCHECKLAB.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>No;CMEF.ORG.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;SCMP.COM/HK=>No,9,0,0,3474,2,Yes,Yes,No,No,Yes,No,No,No,
R_vTVwoAYCI0T0Gml,2,2,3,1,1,3,3,1,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,1,3,2,3,2,4,3,3,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>Yes;SCMP.COM/HK=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK=>Yes;MEDIALITERACY.HK=>Yes,2,0,0,1083986,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_2338MDwz7KcKusU,2,3,,1,1,4,3,1,3,2,2,3,3,1,1,1,3,3,3,3,2,3,3,3,2,2,3,3,3,4,6,6,4,4,4,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,;RTHK.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>No;SCMP.COM/HK=>No;FACTCHECKLAB.ORG=>No;CEMETERYNEWS.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>No,9,0,8,358,1,Yes,Yes,No,Yes,No,No,No,No,
R_1LjtoO6bqZD0Q5U,2,2,4,1,1,3,2,1,3,1,3,3,2,2,1,2,3,3,3,3,3,2,3,3,2,2,2,2,3,3,3,5,3,5,3,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,;CEMETERYNEWS.ORG=>No;SCMP.COM/HK=>Yes;CMEF.ORG.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>Yes;MEDIALITERACY.HK=>Yes;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>Yes,5,0,0,282,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_1jYRd92z4eVKtZS,2,2,6,1,1,1,5,1,4,2,4,4,4,4,3,3,4,3,4,3,4,2,4,4,4,2,4,4,5,7,6,7,6,5,3,,,,,,,,,,,,,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,,,,,;CEMETERYNEWS.ORG=>Yes;CMEF.ORG.HK=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>No;RTHK.HK=>Yes;RTHK.HK=>Yes;MEDIALITERACY.HK=>Yes;FACTCHECKLAB.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;SCMP.COM/HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes,1,0,8,385,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_aXizN8GARsa5dcJ,2,4,6,1,1,2,3,1,3,2,3,3,3,3,3,3,2,2,2,2,4,2,4,2,4,2,4,2,4,3,4,6,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,;FACTCHECKLAB.ORG=>No;CMEF.ORG.HK=>No;MEDIALITERACY.HK=>No;CEMETERYNEWS.ORG=>No;SCMP.COM/HK=>Yes;RTHK.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes,1,0,0,252,1,Yes,No,Yes,No,No,No,No,No,
R_33meC4KCIYL6FIL,2,2,6,1,0,1,3,1,3,2,3,2,1,3,1,1,2,4,1,4,3,2,4,2,3,1,3,1,4,4,3,5,2,5,1,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;RTHK.HK=>Yes;SCMP.COM/HK=>No;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>No;MEDIALITERACY.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;CEMETERYNEWS.ORG=>No,9,0,0,245,1,Yes,No,No,Yes,Yes,Yes,No,No,
R_3P6vfJjnGbDRUqD,2,3,3,1,1,5,4,1,3,3,3,3,1,1,1,1,4,3,3,3,3,3,3,3,4,4,4,4,4,2,2,4,4,4,6,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,3,,,,,,,,,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;SCMP.COM/HK=>Yes;SCMP.COM/HK=>No;CEMETERYNEWS.ORG=>No;FACKCHECK.HKBU.EDU.HK=>No;FACTCHECKLAB.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;RTHK.HK=>Yes;MEDIALITERACY.HK=>Yes;CMEF.ORG.HK=>No;SCMP.COM/HK=>No,10,0,0,223,,No,No,No,Yes,No,No,Yes,No,
R_vTFp7NjbTVbzIgV,2,2,4,1,1,3,1,1,2,3,2,2,2,2,2,2,3,3,2,3,3,2,3,3,3,2,3,3,3,4,4,5,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,,,,,,,,,,,,,;FACTCHECKLAB.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;MEDIALITERACY.HK=>Yes;RTHK.HK=>Yes;SCMP.COM/HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CMEF.ORG.HK=>Yes;CEMETERYNEWS.ORG=>Yes,3,0,1,368,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,
R_ABWvuorJMeTnR4Z,2,3,6,1,1,3,2,1,2,2,2,3,2,3,2,3,3,1,3,1,3,2,3,2,4,1,4,1,4,3,4,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;CEMETERYNEWS.ORG=>No;FACKCHECK.HKBU.EDU.HK=>Yes;MEDIALITERACY.HK=>No;RTHK.HK=>Yes;FACTCHECKLAB.ORG=>Yes;SCMP.COM/HK=>Yes;CMEF.ORG.HK=>Yes,6,0,1,415,1,No,No,Yes,Yes,Yes,Yes,No,Yes,
R_UxyL6gxkElrjWxz,2,4,3,1,1,1,1,1,4,3,2,3,4,4,3,4,3,3,3,3,3,3,2,4,3,4,2,1,4,5,5,6,6,6,5,,,,,,,,,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;CEMETERYNEWS.ORG=>No;RTHK.HK=>Yes;CMEF.ORG.HK=>No;SCMP.COM/HK=>No,9,0,0,307,2,Yes,No,No,Yes,Yes,Yes,Yes,No,
